duration	protocol_type	service	flag	src_bytes	dst_bytes	land	wrong_fragment	urgent	hot	num_failed_logins	logged_in	num_compromised	root_shell	su_attempted	num_root	num_file_creations	num_shells	num_access_files	num_outbound_cmds	is_host_login	is_guest_login	count	srv_count	serror_rate	srv_serror_rate	rerror_rate	srv_rerror_rate	same_srv_rate	diff_srv_rate	srv_diff_host_rate	dst_host_count	dst_host_srv_count	dst_host_same_srv_rate	dst_host_diff_srv_rate	dst_host_same_src_port_rate	dst_host_srv_diff_host_rate	dst_host_serror_rate	dst_host_srv_serror_rate	dst_host_rerror_rate	dst_host_srv_rerror_rate
0	tcp	other	REJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494	1	0.03	0.0	0.97	1.0	0.0	1.0	0.0	255	1	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
0	tcp	systat	S0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	1	1.0	1.0	0.0	0.0	0.0	0.07	0.0	255	1	0.0	0.07	0.0	0.0	1.0	1.0	0.0	0.0
0	tcp	ftp_data	SF	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5	7	1.0	0.0	1.0	0.29	0.0	0.0	0.0	0.0
4	tcp	pop_3	SF	28	93	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	46	45	0.96	0.04	0.02	0.04	0.0	0.0	0.0	0.0
0	tcp	efs	REJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	12	0.0	0.0	1.0	1.0	0.11	0.07	0.0	255	12	0.05	0.05	0.0	0.0	0.0	0.0	1.0	1.0
0	tcp	private	RSTR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	1.0	1.0	1.0	0.0	0.0	255	1	0.0	0.82	0.8	0.0	0.0	0.0	0.9	1.0
0	tcp	auth	REJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	18	0.0	0.0	1.0	1.0	0.08	0.06	0.0	255	18	0.07	0.07	0.0	0.0	0.0	0.0	1.0	1.0
0	tcp	imap4	RSTO	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0.0	0.0	1.0	1.0	1.0	0.0	1.0	255	22	0.09	0.03	0.0	0.0	0.0	0.0	0.25	1.0
0	tcp	other	REJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	1	0.04	0.0	0.93	1.0	0.0	1.0	0.0	255	1	0.0	1.0	0.0	0.0	0.03	0.0	0.96	1.0
0	tcp	private	REJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	11	0.0	0.0	1.0	1.0	0.04	0.06	0.0	255	11	0.04	0.06	0.0	0.0	0.0	0.0	1.0	1.0
0	udp	private	SF	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0.0	0.0	0.0	0.0	0.11	0.56	0.0	255	1	0.0	0.27	1.0	0.0	0.0	0.0	0.0	0.0
0	tcp	other	REJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	1	0.03	0.0	0.97	1.0	0.0	1.0	0.0	255	1	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
0	tcp	private	S0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	19	1.0	1.0	0.0	0.0	0.13	0.06	0.0	255	19	0.07	0.08	0.0	0.0	1.0	1.0	0.0	0.0
0	tcp	telnet	S0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	20	1.0	1.0	0.0	0.0	0.34	0.05	0.0	255	72	0.28	0.02	0.0	0.0	0.96	0.96	0.0	0.01
0	tcp	bgp	REJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	12	0.0	0.0	1.0	1.0	0.05	0.06	0.0	255	12	0.05	0.05	0.0	0.0	0.0	0.0	1.0	1.0
0	tcp	ftp_data	SF	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2	13	1.0	0.0	1.0	0.31	0.0	0.0	0.0	0.0
0	icmp	ecr_i	SF	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	35	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	255	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
0	tcp	other	REJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	1	0.12	0.0	0.88	1.0	0.0	1.0	0.0	255	1	0.0	1.0	0.0	0.0	0.13	0.0	0.87	1.0
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	165	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	255	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
0	tcp	other	REJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	1	0.12	0.0	0.88	1.0	0.0	1.0	0.0	255	1	0.0	0.99	0.0	0.0	0.18	0.0	0.81	1.0
0	tcp	sunrpc	RSTO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	17	0.0	0.0	1.0	1.0	0.08	0.06	0.0	255	17	0.07	0.05	0.0	0.0	0.0	0.0	1.0	1.0
0	tcp	ctf	REJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	5	0.0	0.0	1.0	1.0	0.02	0.07	0.0	255	5	0.02	0.07	0.0	0.0	0.0	0.0	1.0	1.0
0	tcp	sunrpc	REJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0.0	0.0	1.0	1.0	1.0	0.0	1.0	255	11	0.04	0.03	0.0	0.0	0.0	0.0	0.22	1.0
