duration	protocol_type	service	flag	src_bytes	dst_bytes	land	wrong_fragment	urgent	hot	num_failed_logins	logged_in	num_compromised	root_shell	su_attempted	num_root	num_file_creations	num_shells	num_access_files	num_outbound_cmds	is_host_login	is_guest_login	count	srv_count	serror_rate	srv_serror_rate	rerror_rate	srv_rerror_rate	same_srv_rate	diff_srv_rate	srv_diff_host_rate	dst_host_count	dst_host_srv_count	dst_host_same_srv_rate	dst_host_diff_srv_rate	dst_host_same_src_port_rate	dst_host_srv_diff_host_rate	dst_host_serror_rate	dst_host_srv_serror_rate	dst_host_rerror_rate	dst_host_srv_rerror_rate
0	tcp	http	SF	315	3386	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	96	255	1.0	0.0	0.01	0.04	0.0	0.0	0.0	0.0
0	tcp	http	SF	221	275	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	30	0.0	0.0	0.0	0.0	1.0	0.0	0.0	30	255	1.0	0.0	0.03	0.02	0.0	0.0	0.0	0.0
0	tcp	http	SF	300	3389	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	11	0.0	0.0	0.0	0.0	1.0	0.0	0.0	21	230	1.0	0.0	0.05	0.01	0.0	0.0	0.0	0.0
0	tcp	http	SF	231	6828	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	40	255	1.0	0.0	0.03	0.01	0.0	0.0	0.0	0.0
0	tcp	http	SF	263	312	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	9	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	255	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	240	4120	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	48	255	1.0	0.0	0.02	0.04	0.0	0.0	0.0	0.0
0	tcp	http	SF	224	825	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	5	0.0	0.0	0.0	0.0	1.0	0.0	0.4	4	255	1.0	0.0	0.25	0.06	0.0	0.0	0.0	0.0
0	tcp	http	SF	184	23999	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4	255	1.0	0.0	0.25	0.04	0.0	0.0	0.0	0.0
4	tcp	pop_3	SF	28	93	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	246	0.96	0.01	0.0	0.0	0.0	0.0	0.01	0.0
0	tcp	http	SF	308	912	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	21	0.0	0.0	0.0	0.0	1.0	0.0	0.1	20	255	1.0	0.0	0.05	0.04	0.0	0.0	0.0	0.0
4	tcp	pop_3	SF	28	93	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	245	0.96	0.03	0.0	0.0	0.0	0.0	0.0	0.0
0	udp	domain_u	SF	44	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	177	0.0	0.0	0.0	0.0	0.99	0.01	0.0	255	254	1.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	246	20233	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	6	0.0	0.0	0.0	0.0	1.0	0.0	0.5	17	241	1.0	0.0	0.06	0.03	0.0	0.0	0.0	0.0
0	tcp	http	SF	287	671	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	22	23	0.0	0.0	0.0	0.0	1.0	0.0	0.09	255	255	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	273	379	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	130	255	1.0	0.0	0.01	0.03	0.0	0.0	0.0	0.0
0	tcp	http	SF	312	12245	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	4	0.0	0.0	0.0	0.0	1.0	0.0	0.5	255	255	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	325	401	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	11	0.0	0.0	0.0	0.0	1.0	0.0	0.45	255	255	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
280	tcp	ftp_data	SF	283618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	9	8	0.89	0.22	0.89	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	324	2538	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	16	0.0	0.0	0.0	0.0	1.0	0.0	0.0	208	255	1.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0
0	tcp	http	SF	189	270	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	251	0.98	0.01	0.0	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	280	6087	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5	255	1.0	0.0	0.2	0.04	0.0	0.0	0.0	0.0
0	tcp	http	SF	197	531	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	255	1.0	0.0	1.0	0.04	0.0	0.0	0.0	0.0
6	tcp	smtp	SF	4024	405	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	1.0	0.0	1.0	35	152	0.8	0.09	0.03	0.01	0.0	0.0	0.0	0.0
0	tcp	http	SF	224	6220	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	42	0.0	0.0	0.0	0.0	1.0	0.0	0.12	91	255	1.0	0.0	0.01	0.04	0.0	0.0	0.0	0.0
0	tcp	http	SF	311	1374	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	31	33	0.0	0.0	0.0	0.0	1.0	0.0	0.09	255	255	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
