duration	protocol_type	service	flag	src_bytes	dst_bytes	land	wrong_fragment	urgent	hot	num_failed_logins	logged_in	num_compromised	root_shell	su_attempted	num_root	num_file_creations	num_shells	num_access_files	num_outbound_cmds	is_host_login	is_guest_login	count	srv_count	serror_rate	srv_serror_rate	rerror_rate	srv_rerror_rate	same_srv_rate	diff_srv_rate	srv_diff_host_rate	dst_host_count	dst_host_srv_count	dst_host_same_srv_rate	dst_host_diff_srv_rate	dst_host_same_src_port_rate	dst_host_srv_diff_host_rate	dst_host_serror_rate	dst_host_srv_serror_rate	dst_host_rerror_rate	dst_host_srv_rerror_rate
0	icmp	eco_i	SF	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1	65	1.0	0.0	1.0	0.51	0.0	0.0	0.0	0.0
0	tcp	private	REJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	18	0.0	0.0	1.0	1.0	0.09	0.07	0.0	255	18	0.07	0.07	0.0	0.0	0.0	0.0	1.0	1.0
7689	tcp	telnet	SF	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	154	0.6	0.03	0.0	0.0	0.31	0.52	0.11	0.08
0	tcp	daytime	RSTO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	13	0.0	0.0	1.0	1.0	0.05	0.06	0.0	255	13	0.05	0.06	0.0	0.0	0.0	0.0	1.0	1.0
0	tcp	private	REJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	12	0.0	0.0	1.0	1.0	0.11	0.06	0.0	255	12	0.05	0.05	0.0	0.0	0.0	0.0	1.0	1.0
0	tcp	ftp_data	SF	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0.0	0.0	0.0	0.0	0.67	0.67	0.0	78	22	0.28	0.12	0.32	0.0	0.01	0.05	0.0	0.0
0	tcp	link	REJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	1	0.07	0.0	0.92	1.0	0.0	1.0	0.0	255	1	0.0	1.0	0.0	0.0	0.04	0.0	0.95	1.0
0	tcp	remote_job	REJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	11	0.0	0.0	1.0	1.0	0.05	0.07	0.0	255	11	0.04	0.07	0.0	0.0	0.0	0.0	1.0	1.0
4	tcp	telnet	SF	24	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	0.0	0.0	0.75	0.5	0.5	0.75	0.5	81	84	0.33	0.06	0.01	0.02	0.0	0.0	0.88	0.69
0	tcp	auth	SF	10	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	1	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
